[1. 0. 0. 0. 0. 0. 0. 0. 0.], 0.0566004142165184
[1. 1. 0. 0. 0. 0. 0. 0. 0.], 0.07140658050775528
[1. 1. 1. 0. 0. 0. 0. 0. 0.], 0.1495826542377472
[1. 0. 0. 1. 0. 0. 0. 0. 0.], 0.14058838784694672
[1. 1. 0. 1. 0. 0. 0. 0. 0.], 0.15671032667160034
[1. 1. 1. 1. 0. 0. 0. 0. 0.], 0.22434325516223907
[1. 1. 0. 0. 1. 0. 0. 0. 0.], 0.19385290145874023
[1. 1. 1. 0. 1. 0. 0. 0. 0.], 0.26905378699302673
[1. 0. 0. 1. 1. 0. 0. 0. 0.], 0.24215830862522125
[0. 1. 0. 1. 1. 0. 0. 0. 0.], 0.16416922211647034
[1. 1. 0. 1. 1. 0. 0. 0. 0.], 0.21855053305625916
[0. 1. 1. 1. 1. 0. 0. 0. 0.], 0.19804370403289795
[1. 1. 1. 1. 1. 0. 0. 0. 0.], 0.21387210488319397
[1. 1. 1. 0. 0. 1. 0. 0. 0.], 0.28148213028907776
[1. 1. 1. 1. 0. 1. 0. 0. 0.], 0.24381506443023682
[1. 1. 0. 0. 1. 1. 0. 0. 0.], 0.2533911168575287
[1. 1. 1. 0. 1. 1. 0. 0. 0.], 0.2541963458061218
[1. 0. 0. 1. 1. 1. 0. 0. 0.], 0.14166730642318726
[0. 1. 0. 1. 1. 1. 0. 0. 0.], 0.23407071828842163
[1. 1. 0. 1. 1. 1. 0. 0. 0.], 0.30418282747268677
[0. 0. 1. 1. 1. 1. 0. 0. 0.], 0.00012765568681061268
[1. 0. 1. 1. 1. 1. 0. 0. 0.], 0.22521646320819855
[0. 1. 1. 1. 1. 1. 0. 0. 0.], 0.26161062717437744
[1. 1. 1. 1. 1. 1. 0. 0. 0.], 0.20705921947956085
[1. 0. 0. 1. 0. 0. 1. 0. 0.], 0.24080152809619904
[1. 1. 0. 1. 0. 0. 1. 0. 0.], 0.2797900438308716
[1. 1. 1. 1. 0. 0. 1. 0. 0.], 0.2651035785675049
[1. 0. 0. 1. 1. 0. 1. 0. 0.], 0.2218710482120514
[0. 1. 0. 1. 1. 0. 1. 0. 0.], 0.08591224253177643
[1. 1. 0. 1. 1. 0. 1. 0. 0.], 0.2560111880302429
[0. 1. 1. 1. 1. 0. 1. 0. 0.], 0.21193303167819977
[1. 1. 1. 1. 1. 0. 1. 0. 0.], 0.14857417345046997
[1. 1. 1. 1. 0. 1. 1. 0. 0.], 0.219697505235672
[1. 0. 0. 1. 1. 1. 1. 0. 0.], 0.27767232060432434
[0. 1. 0. 1. 1. 1. 1. 0. 0.], 0.20875181257724762
[1. 1. 0. 1. 1. 1. 1. 0. 0.], 0.2822837829589844
[0. 0. 1. 1. 1. 1. 1. 0. 0.], 0.13494323194026947
[1. 0. 1. 1. 1. 1. 1. 0. 0.], 0.3636198043823242
[0. 1. 1. 1. 1. 1. 1. 0. 0.], 0.19168594479560852
[1. 1. 1. 1. 1. 1. 1. 0. 0.], 0.36829930543899536
[1. 1. 0. 0. 1. 0. 0. 1. 0.], 0.359138548374176
[1. 1. 1. 0. 1. 0. 0. 1. 0.], 0.4599244296550751
[1. 0. 0. 1. 1. 0. 0. 1. 0.], 0.38773876428604126
[0. 1. 0. 1. 1. 0. 0. 1. 0.], 0.17137743532657623
[1. 1. 0. 1. 1. 0. 0. 1. 0.], 0.32472819089889526
[0. 1. 1. 1. 1. 0. 0. 1. 0.], 0.2994714081287384
[1. 1. 1. 1. 1. 0. 0. 1. 0.], 0.3133547306060791
[1. 1. 0. 0. 1. 1. 0. 1. 0.], 0.40382397174835205
[1. 1. 1. 0. 1. 1. 0. 1. 0.], 0.20193661749362946
[1. 0. 0. 1. 1. 1. 0. 1. 0.], 0.19900774955749512
[0. 1. 0. 1. 1. 1. 0. 1. 0.], 0.2519988715648651
[1. 1. 0. 1. 1. 1. 0. 1. 0.], 0.3893677592277527
[0. 0. 1. 1. 1. 1. 0. 1. 0.], 0.2991430163383484
[1. 0. 1. 1. 1. 1. 0. 1. 0.], 0.373118132352829
[0. 1. 1. 1. 1. 1. 0. 1. 0.], 0.22143211960792542
[1. 1. 1. 1. 1. 1. 0. 1. 0.], 0.3799832761287689
